"naam","totinv","totpart","rate","sex","age","invited","participant","agec","age1","age2","age3","age4","age5","male","female"
"Lichtervelde",911,489,0.536772777167947,"female","65_69",67,45,4,0,0,0,1,0,0,1
"Lichtervelde",911,489,0.536772777167947,"male","70_74",46,29,5,0,0,0,0,1,1,0
"Lichtervelde",911,489,0.536772777167947,"female","70_74",54,27,5,0,0,0,0,1,0,1
"Liedekerke",1589,647,0.407174323473883,"male","50_54",246,79,1,1,0,0,0,0,1,0
"Liedekerke",1589,647,0.407174323473883,"female","50_54",251,79,1,1,0,0,0,0,0,1
"Liedekerke",1589,647,0.407174323473883,"male","55_59",206,58,2,0,1,0,0,0,1,0
"Liedekerke",1589,647,0.407174323473883,"female","55_59",194,82,2,0,1,0,0,0,0,1
"Liedekerke",1589,647,0.407174323473883,"male","60_64",119,65,3,0,0,1,0,0,1,0
"Liedekerke",1589,647,0.407174323473883,"female","60_64",123,68,3,0,0,1,0,0,0,1
"Liedekerke",1589,647,0.407174323473883,"male","65_69",105,62,4,0,0,0,1,0,1,0
"Liedekerke",1589,647,0.407174323473883,"female","65_69",117,55,4,0,0,0,1,0,0,1
"Liedekerke",1589,647,0.407174323473883,"male","70_74",100,38,5,0,0,0,0,1,1,0
"Liedekerke",1589,647,0.407174323473883,"female","70_74",128,61,5,0,0,0,0,1,0,1
"Lier",4227,1979,0.468180742843624,"male","50_54",598,205,1,1,0,0,0,0,1,0
"Lier",4227,1979,0.468180742843624,"female","50_54",643,269,1,1,0,0,0,0,0,1
"Lier",4227,1979,0.468180742843624,"male","55_59",519,204,2,0,1,0,0,0,1,0
"Lier",4227,1979,0.468180742843624,"female","55_59",550,232,2,0,1,0,0,0,0,1
"Lier",4227,1979,0.468180742843624,"male","60_64",389,213,3,0,0,1,0,0,1,0
"Lier",4227,1979,0.468180742843624,"female","60_64",378,224,3,0,0,1,0,0,0,1
"Lier",4227,1979,0.468180742843624,"male","65_69",266,145,4,0,0,0,1,0,1,0
"Lier",4227,1979,0.468180742843624,"female","65_69",297,176,4,0,0,0,1,0,0,1
"Lier",4227,1979,0.468180742843624,"male","70_74",284,149,5,0,0,0,0,1,1,0
"Lier",4227,1979,0.468180742843624,"female","70_74",303,162,5,0,0,0,0,1,0,1
"Lierde",788,381,0.483502538071066,"male","50_54",119,45,1,1,0,0,0,0,1,0
"Lierde",788,381,0.483502538071066,"female","50_54",119,54,1,1,0,0,0,0,0,1
"Lierde",788,381,0.483502538071066,"male","55_59",101,31,2,0,1,0,0,0,1,0
"Lierde",788,381,0.483502538071066,"female","55_59",96,49,2,0,1,0,0,0,0,1
"Lierde",788,381,0.483502538071066,"male","60_64",75,46,3,0,0,1,0,0,1,0
"Lierde",788,381,0.483502538071066,"female","60_64",63,41,3,0,0,1,0,0,0,1
"Lierde",788,381,0.483502538071066,"male","65_69",53,27,4,0,0,0,1,0,1,0
"Lierde",788,381,0.483502538071066,"female","65_69",47,29,4,0,0,0,1,0,0,1
"Lierde",788,381,0.483502538071066,"male","70_74",56,24,5,0,0,0,0,1,1,0
"Lierde",788,381,0.483502538071066,"female","70_74",59,35,5,0,0,0,0,1,0,1
"Lievegem",3034,1698,0.559657218193804,"male","50_54",407,164,1,1,0,0,0,0,1,0
"Lievegem",3034,1698,0.559657218193804,"female","50_54",401,212,1,1,0,0,0,0,0,1
"Lievegem",3034,1698,0.559657218193804,"male","55_59",396,186,2,0,1,0,0,0,1,0
"Lievegem",3034,1698,0.559657218193804,"female","55_59",398,215,2,0,1,0,0,0,0,1
"Lievegem",3034,1698,0.559657218193804,"male","60_64",282,176,3,0,0,1,0,0,1,0
"Lievegem",3034,1698,0.559657218193804,"female","60_64",284,189,3,0,0,1,0,0,0,1
"Lievegem",3034,1698,0.559657218193804,"male","65_69",219,142,4,0,0,0,1,0,1,0
"Lievegem",3034,1698,0.559657218193804,"female","65_69",219,154,4,0,0,0,1,0,0,1
"Lievegem",3034,1698,0.559657218193804,"male","70_74",200,122,5,0,0,0,0,1,1,0
"Lievegem",3034,1698,0.559657218193804,"female","70_74",228,138,5,0,0,0,0,1,0,1
"Lille",1948,1135,0.58264887063655,"male","50_54",298,149,1,1,0,0,0,0,1,0
"Lille",1948,1135,0.58264887063655,"female","50_54",284,148,1,1,0,0,0,0,0,1
"Lille",1948,1135,0.58264887063655,"male","55_59",296,134,2,0,1,0,0,0,1,0
"Lille",1948,1135,0.58264887063655,"female","55_59",236,137,2,0,1,0,0,0,0,1
"Lille",1948,1135,0.58264887063655,"male","60_64",186,121,3,0,0,1,0,0,1,0
"Lille",1948,1135,0.58264887063655,"female","60_64",169,116,3,0,0,1,0,0,0,1
"Lille",1948,1135,0.58264887063655,"male","65_69",142,98,4,0,0,0,1,0,1,0
"Lille",1948,1135,0.58264887063655,"female","65_69",119,98,4,0,0,0,1,0,0,1
"Lille",1948,1135,0.58264887063655,"male","70_74",100,62,5,0,0,0,0,1,1,0
"Lille",1948,1135,0.58264887063655,"female","70_74",118,72,5,0,0,0,0,1,0,1
"Linkebeek",512,126,0.24609375,"male","50_54",77,20,1,1,0,0,0,0,1,0
"Linkebeek",512,126,0.24609375,"female","50_54",76,13,1,1,0,0,0,0,0,1
"Linkebeek",512,126,0.24609375,"male","55_59",66,16,2,0,1,0,0,0,1,0
"Linkebeek",512,126,0.24609375,"female","55_59",69,11,2,0,1,0,0,0,0,1
"Linkebeek",512,126,0.24609375,"male","60_64",40,12,3,0,0,1,0,0,1,0
"Linkebeek",512,126,0.24609375,"female","60_64",56,18,3,0,0,1,0,0,0,1
"Linkebeek",512,126,0.24609375,"male","65_69",29,6,4,0,0,0,1,0,1,0
"Linkebeek",512,126,0.24609375,"female","65_69",42,11,4,0,0,0,1,0,0,1
"Linkebeek",512,126,0.24609375,"male","70_74",24,9,5,0,0,0,0,1,1,0
"Linkebeek",512,126,0.24609375,"female","70_74",33,10,5,0,0,0,0,1,0,1
"Lint",1033,551,0.533397870280736,"male","50_54",139,49,1,1,0,0,0,0,1,0
"Lint",1033,551,0.533397870280736,"female","50_54",135,60,1,1,0,0,0,0,0,1
"Lint",1033,551,0.533397870280736,"male","55_59",121,47,2,0,1,0,0,0,1,0
"Lint",1033,551,0.533397870280736,"female","55_59",137,67,2,0,1,0,0,0,0,1
"Lint",1033,551,0.533397870280736,"male","60_64",120,69,3,0,0,1,0,0,1,0
"Lint",1033,551,0.533397870280736,"female","60_64",115,79,3,0,0,1,0,0,0,1
"Lint",1033,551,0.533397870280736,"male","65_69",71,50,4,0,0,0,1,0,1,0
"Lint",1033,551,0.533397870280736,"female","65_69",68,47,4,0,0,0,1,0,0,1
"Lint",1033,551,0.533397870280736,"male","70_74",75,48,5,0,0,0,0,1,1,0
"Lint",1033,551,0.533397870280736,"female","70_74",52,35,5,0,0,0,0,1,0,1
"Linter",918,446,0.485838779956427,"male","50_54",150,66,1,1,0,0,0,0,1,0
"Linter",918,446,0.485838779956427,"female","50_54",139,63,1,1,0,0,0,0,0,1
"Linter",918,446,0.485838779956427,"male","55_59",113,39,2,0,1,0,0,0,1,0
"Linter",918,446,0.485838779956427,"female","55_59",119,56,2,0,1,0,0,0,0,1
"Linter",918,446,0.485838779956427,"male","60_64",88,44,3,0,0,1,0,0,1,0
"Linter",918,446,0.485838779956427,"female","60_64",62,37,3,0,0,1,0,0,0,1
"Linter",918,446,0.485838779956427,"male","65_69",62,38,4,0,0,0,1,0,1,0
"Linter",918,446,0.485838779956427,"female","65_69",59,33,4,0,0,0,1,0,0,1
"Linter",918,446,0.485838779956427,"male","70_74",62,36,5,0,0,0,0,1,1,0
"Linter",918,446,0.485838779956427,"female","70_74",64,34,5,0,0,0,0,1,0,1
"Lo-Reninge",319,165,0.517241379310345,"male","50_54",35,13,1,1,0,0,0,0,1,0
"Lo-Reninge",319,165,0.517241379310345,"female","50_54",44,21,1,1,0,0,0,0,0,1
"Lo-Reninge",319,165,0.517241379310345,"male","55_59",53,21,2,0,1,0,0,0,1,0
"Lo-Reninge",319,165,0.517241379310345,"female","55_59",33,23,2,0,1,0,0,0,0,1
"Lo-Reninge",319,165,0.517241379310345,"male","60_64",44,25,3,0,0,1,0,0,1,0
"Lo-Reninge",319,165,0.517241379310345,"female","60_64",28,21,3,0,0,1,0,0,0,1
"Lo-Reninge",319,165,0.517241379310345,"male","65_69",18,8,4,0,0,0,1,0,1,0
"Lo-Reninge",319,165,0.517241379310345,"female","65_69",29,18,4,0,0,0,1,0,0,1
"Lo-Reninge",319,165,0.517241379310345,"male","70_74",18,8,5,0,0,0,0,1,1,0
"Lo-Reninge",319,165,0.517241379310345,"female","70_74",17,7,5,0,0,0,0,1,0,1
"Lochristi",2604,1493,0.573348694316436,"male","50_54",449,215,1,1,0,0,0,0,1,0
"Lochristi",2604,1493,0.573348694316436,"female","50_54",443,222,1,1,0,0,0,0,0,1
"Lochristi",2604,1493,0.573348694316436,"male","55_59",342,177,2,0,1,0,0,0,1,0
"Lochristi",2604,1493,0.573348694316436,"female","55_59",288,160,2,0,1,0,0,0,0,1
"Lochristi",2604,1493,0.573348694316436,"male","60_64",206,141,3,0,0,1,0,0,1,0
"Lochristi",2604,1493,0.573348694316436,"female","60_64",218,156,3,0,0,1,0,0,0,1
"Lochristi",2604,1493,0.573348694316436,"male","65_69",166,104,4,0,0,0,1,0,1,0
"Lochristi",2604,1493,0.573348694316436,"female","65_69",155,101,4,0,0,0,1,0,0,1
"Lochristi",2604,1493,0.573348694316436,"male","70_74",176,113,5,0,0,0,0,1,1,0
"Lochristi",2604,1493,0.573348694316436,"female","70_74",161,104,5,0,0,0,0,1,0,1
"Lokeren",4478,2329,0.52009825815096,"male","50_54",723,277,1,1,0,0,0,0,1,0
"Lokeren",4478,2329,0.52009825815096,"female","50_54",707,344,1,1,0,0,0,0,0,1
"Lokeren",4478,2329,0.52009825815096,"male","55_59",563,249,2,0,1,0,0,0,1,0
"Lokeren",4478,2329,0.52009825815096,"female","55_59",543,254,2,0,1,0,0,0,0,1
"Lokeren",4478,2329,0.52009825815096,"male","60_64",386,230,3,0,0,1,0,0,1,0
"Lokeren",4478,2329,0.52009825815096,"female","60_64",374,255,3,0,0,1,0,0,0,1
"Lokeren",4478,2329,0.52009825815096,"male","65_69",287,186,4,0,0,0,1,0,1,0
"Lokeren",4478,2329,0.52009825815096,"female","65_69",308,202,4,0,0,0,1,0,0,1
"Lokeren",4478,2329,0.52009825815096,"male","70_74",279,156,5,0,0,0,0,1,1,0
"Lokeren",4478,2329,0.52009825815096,"female","70_74",308,176,5,0,0,0,0,1,0,1
"Lommel",4243,2463,0.580485505538534,"male","50_54",659,278,1,1,0,0,0,0,1,0
"Lommel",4243,2463,0.580485505538534,"female","50_54",582,309,1,1,0,0,0,0,0,1
"Lommel",4243,2463,0.580485505538534,"male","55_59",518,236,2,0,1,0,0,0,1,0
"Lommel",4243,2463,0.580485505538534,"female","55_59",532,295,2,0,1,0,0,0,0,1
"Lommel",4243,2463,0.580485505538534,"male","60_64",433,299,3,0,0,1,0,0,1,0
"Lommel",4243,2463,0.580485505538534,"female","60_64",387,269,3,0,0,1,0,0,0,1
"Lommel",4243,2463,0.580485505538534,"male","65_69",296,201,4,0,0,0,1,0,1,0
"Lommel",4243,2463,0.580485505538534,"female","65_69",305,210,4,0,0,0,1,0,0,1
"Lommel",4243,2463,0.580485505538534,"male","70_74",272,185,5,0,0,0,0,1,1,0
"Lommel",4243,2463,0.580485505538534,"female","70_74",259,181,5,0,0,0,0,1,0,1
"Londerzeel",2079,987,0.474747474747475,"male","50_54",324,126,1,1,0,0,0,0,1,0
"Londerzeel",2079,987,0.474747474747475,"female","50_54",315,134,1,1,0,0,0,0,0,1
"Londerzeel",2079,987,0.474747474747475,"male","55_59",260,99,2,0,1,0,0,0,1,0
"Londerzeel",2079,987,0.474747474747475,"female","55_59",252,114,2,0,1,0,0,0,0,1
"Londerzeel",2079,987,0.474747474747475,"male","60_64",190,107,3,0,0,1,0,0,1,0
"Londerzeel",2079,987,0.474747474747475,"female","60_64",188,114,3,0,0,1,0,0,0,1
"Londerzeel",2079,987,0.474747474747475,"male","65_69",125,61,4,0,0,0,1,0,1,0
"Londerzeel",2079,987,0.474747474747475,"female","65_69",125,73,4,0,0,0,1,0,0,1
"Londerzeel",2079,987,0.474747474747475,"male","70_74",141,76,5,0,0,0,0,1,1,0
"Londerzeel",2079,987,0.474747474747475,"female","70_74",159,83,5,0,0,0,0,1,0,1
"Lubbeek",1709,983,0.575190169689877,"male","50_54",224,96,1,1,0,0,0,0,1,0
"Lubbeek",1709,983,0.575190169689877,"female","50_54",237,115,1,1,0,0,0,0,0,1
"Lubbeek",1709,983,0.575190169689877,"male","55_59",208,89,2,0,1,0,0,0,1,0
"Lubbeek",1709,983,0.575190169689877,"female","55_59",189,112,2,0,1,0,0,0,0,1
"Lubbeek",1709,983,0.575190169689877,"male","60_64",169,118,3,0,0,1,0,0,1,0
"Lubbeek",1709,983,0.575190169689877,"female","60_64",170,105,3,0,0,1,0,0,0,1
"Lubbeek",1709,983,0.575190169689877,"male","65_69",108,78,4,0,0,0,1,0,1,0
"Lubbeek",1709,983,0.575190169689877,"female","65_69",133,86,4,0,0,0,1,0,0,1
"Lubbeek",1709,983,0.575190169689877,"male","70_74",125,79,5,0,0,0,0,1,1,0
"Lubbeek",1709,983,0.575190169689877,"female","70_74",146,105,5,0,0,0,0,1,0,1
"Lummen",1730,1001,0.578612716763006,"male","50_54",242,121,1,1,0,0,0,0,1,0
"Lummen",1730,1001,0.578612716763006,"female","50_54",259,122,1,1,0,0,0,0,0,1
"Lummen",1730,1001,0.578612716763006,"male","55_59",217,104,2,0,1,0,0,0,1,0
"Lummen",1730,1001,0.578612716763006,"female","55_59",191,108,2,0,1,0,0,0,0,1
"Lummen",1730,1001,0.578612716763006,"male","60_64",187,132,3,0,0,1,0,0,1,0
"Lummen",1730,1001,0.578612716763006,"female","60_64",169,110,3,0,0,1,0,0,0,1
"Lummen",1730,1001,0.578612716763006,"male","65_69",114,75,4,0,0,0,1,0,1,0
"Lummen",1730,1001,0.578612716763006,"female","65_69",118,79,4,0,0,0,1,0,0,1
"Lummen",1730,1001,0.578612716763006,"male","70_74",119,78,5,0,0,0,0,1,1,0
"Lummen",1730,1001,0.578612716763006,"female","70_74",114,72,5,0,0,0,0,1,0,1
"Maarkedal",712,367,0.515449438202247,"male","50_54",115,50,1,1,0,0,0,0,1,0
"Maarkedal",712,367,0.515449438202247,"female","50_54",107,55,1,1,0,0,0,0,0,1
"Maarkedal",712,367,0.515449438202247,"male","55_59",108,47,2,0,1,0,0,0,1,0
"Maarkedal",712,367,0.515449438202247,"female","55_59",90,43,2,0,1,0,0,0,0,1
"Maarkedal",712,367,0.515449438202247,"male","60_64",56,36,3,0,0,1,0,0,1,0
"Maarkedal",712,367,0.515449438202247,"female","60_64",69,44,3,0,0,1,0,0,0,1
"Maarkedal",712,367,0.515449438202247,"male","65_69",40,21,4,0,0,0,1,0,1,0
"Maarkedal",712,367,0.515449438202247,"female","65_69",45,29,4,0,0,0,1,0,0,1
"Maarkedal",712,367,0.515449438202247,"male","70_74",36,16,5,0,0,0,0,1,1,0
"Maarkedal",712,367,0.515449438202247,"female","70_74",46,26,5,0,0,0,0,1,0,1
"Maaseik",3136,1773,0.565369897959184,"male","50_54",489,197,1,1,0,0,0,0,1,0
"Maaseik",3136,1773,0.565369897959184,"female","50_54",401,195,1,1,0,0,0,0,0,1
"Maaseik",3136,1773,0.565369897959184,"male","55_59",407,184,2,0,1,0,0,0,1,0
"Maaseik",3136,1773,0.565369897959184,"female","55_59",414,248,2,0,1,0,0,0,0,1
"Maaseik",3136,1773,0.565369897959184,"male","60_64",318,204,3,0,0,1,0,0,1,0
"Maaseik",3136,1773,0.565369897959184,"female","60_64",289,204,3,0,0,1,0,0,0,1
"Maaseik",3136,1773,0.565369897959184,"male","65_69",218,141,4,0,0,0,1,0,1,0
"Maaseik",3136,1773,0.565369897959184,"female","65_69",206,145,4,0,0,0,1,0,0,1
"Maaseik",3136,1773,0.565369897959184,"male","70_74",195,126,5,0,0,0,0,1,1,0
"Maaseik",3136,1773,0.565369897959184,"female","70_74",199,129,5,0,0,0,0,1,0,1
"Maasmechelen",4464,2172,0.486559139784946,"male","50_54",718,258,1,1,0,0,0,0,1,0
"Maasmechelen",4464,2172,0.486559139784946,"female","50_54",699,312,1,1,0,0,0,0,0,1
"Maasmechelen",4464,2172,0.486559139784946,"male","55_59",585,252,2,0,1,0,0,0,1,0
"Maasmechelen",4464,2172,0.486559139784946,"female","55_59",511,256,2,0,1,0,0,0,0,1
"Maasmechelen",4464,2172,0.486559139784946,"male","60_64",401,202,3,0,0,1,0,0,1,0
"Maasmechelen",4464,2172,0.486559139784946,"female","60_64",402,242,3,0,0,1,0,0,0,1
"Maasmechelen",4464,2172,0.486559139784946,"male","65_69",290,158,4,0,0,0,1,0,1,0
"Maasmechelen",4464,2172,0.486559139784946,"female","65_69",291,182,4,0,0,0,1,0,0,1
"Maasmechelen",4464,2172,0.486559139784946,"male","70_74",276,158,5,0,0,0,0,1,1,0
"Maasmechelen",4464,2172,0.486559139784946,"female","70_74",291,152,5,0,0,0,0,1,0,1
"Machelen",1615,493,0.305263157894737,"male","50_54",284,65,1,1,0,0,0,0,1,0
"Machelen",1615,493,0.305263157894737,"female","50_54",281,69,1,1,0,0,0,0,0,1
"Machelen",1615,493,0.305263157894737,"male","55_59",237,61,2,0,1,0,0,0,1,0
"Machelen",1615,493,0.305263157894737,"female","55_59",222,65,2,0,1,0,0,0,0,1
"Machelen",1615,493,0.305263157894737,"male","60_64",129,61,3,0,0,1,0,0,1,0
"Machelen",1615,493,0.305263157894737,"female","60_64",119,48,3,0,0,1,0,0,0,1
"Machelen",1615,493,0.305263157894737,"male","65_69",97,36,4,0,0,0,1,0,1,0
"Machelen",1615,493,0.305263157894737,"female","65_69",76,26,4,0,0,0,1,0,0,1
"Machelen",1615,493,0.305263157894737,"male","70_74",67,27,5,0,0,0,0,1,1,0
"Machelen",1615,493,0.305263157894737,"female","70_74",103,35,5,0,0,0,0,1,0,1
"Maldegem",2876,1557,0.541376912378303,"male","50_54",479,202,1,1,0,0,0,0,1,0
"Maldegem",2876,1557,0.541376912378303,"female","50_54",439,232,1,1,0,0,0,0,0,1
"Maldegem",2876,1557,0.541376912378303,"male","55_59",380,172,2,0,1,0,0,0,1,0
"Maldegem",2876,1557,0.541376912378303,"female","55_59",337,173,2,0,1,0,0,0,0,1
"Maldegem",2876,1557,0.541376912378303,"male","60_64",246,158,3,0,0,1,0,0,1,0
"Maldegem",2876,1557,0.541376912378303,"female","60_64",237,166,3,0,0,1,0,0,0,1
"Maldegem",2876,1557,0.541376912378303,"male","65_69",170,116,4,0,0,0,1,0,1,0
"Maldegem",2876,1557,0.541376912378303,"female","65_69",198,126,4,0,0,0,1,0,0,1
"Maldegem",2876,1557,0.541376912378303,"male","70_74",177,93,5,0,0,0,0,1,1,0
"Maldegem",2876,1557,0.541376912378303,"female","70_74",213,119,5,0,0,0,0,1,0,1
"Malle",1856,1052,0.566810344827586,"male","50_54",293,120,1,1,0,0,0,0,1,0
"Malle",1856,1052,0.566810344827586,"female","50_54",267,139,1,1,0,0,0,0,0,1
"Malle",1856,1052,0.566810344827586,"male","55_59",229,113,2,0,1,0,0,0,1,0
"Malle",1856,1052,0.566810344827586,"female","55_59",217,119,2,0,1,0,0,0,0,1
"Malle",1856,1052,0.566810344827586,"male","60_64",190,123,3,0,0,1,0,0,1,0
"Malle",1856,1052,0.566810344827586,"female","60_64",189,138,3,0,0,1,0,0,0,1
"Malle",1856,1052,0.566810344827586,"male","65_69",107,69,4,0,0,0,1,0,1,0
"Malle",1856,1052,0.566810344827586,"female","65_69",121,81,4,0,0,0,1,0,0,1
"Malle",1856,1052,0.566810344827586,"male","70_74",126,84,5,0,0,0,0,1,1,0
"Malle",1856,1052,0.566810344827586,"female","70_74",117,66,5,0,0,0,0,1,0,1
"Mechelen",8402,3742,0.445370149964294,"male","50_54",1337,436,1,1,0,0,0,0,1,0
"Mechelen",8402,3742,0.445370149964294,"female","50_54",1288,497,1,1,0,0,0,0,0,1
"Mechelen",8402,3742,0.445370149964294,"male","55_59",1050,371,2,0,1,0,0,0,1,0
"Mechelen",8402,3742,0.445370149964294,"female","55_59",1058,468,2,0,1,0,0,0,0,1
"Mechelen",8402,3742,0.445370149964294,"male","60_64",742,373,3,0,0,1,0,0,1,0
"Mechelen",8402,3742,0.445370149964294,"female","60_64",741,429,3,0,0,1,0,0,0,1
"Mechelen",8402,3742,0.445370149964294,"male","65_69",540,296,4,0,0,0,1,0,1,0
"Mechelen",8402,3742,0.445370149964294,"female","65_69",592,338,4,0,0,0,1,0,0,1
"Mechelen",8402,3742,0.445370149964294,"male","70_74",487,235,5,0,0,0,0,1,1,0
"Mechelen",8402,3742,0.445370149964294,"female","70_74",567,299,5,0,0,0,0,1,0,1
"Meerhout",1124,615,0.547153024911032,"male","50_54",181,74,1,1,0,0,0,0,1,0
"Meerhout",1124,615,0.547153024911032,"female","50_54",154,74,1,1,0,0,0,0,0,1
"Meerhout",1124,615,0.547153024911032,"male","55_59",143,70,2,0,1,0,0,0,1,0
"Meerhout",1124,615,0.547153024911032,"female","55_59",129,77,2,0,1,0,0,0,0,1
"Meerhout",1124,615,0.547153024911032,"male","60_64",98,53,3,0,0,1,0,0,1,0
"Meerhout",1124,615,0.547153024911032,"female","60_64",101,71,3,0,0,1,0,0,0,1
"Meerhout",1124,615,0.547153024911032,"male","65_69",90,57,4,0,0,0,1,0,1,0
"Meerhout",1124,615,0.547153024911032,"female","65_69",82,55,4,0,0,0,1,0,0,1
"Meerhout",1124,615,0.547153024911032,"male","70_74",72,47,5,0,0,0,0,1,1,0
"Meerhout",1124,615,0.547153024911032,"female","70_74",74,37,5,0,0,0,0,1,0,1
"Meise",2216,948,0.427797833935018,"male","50_54",329,116,1,1,0,0,0,0,1,0
"Meise",2216,948,0.427797833935018,"female","50_54",303,118,1,1,0,0,0,0,0,1
"Meise",2216,948,0.427797833935018,"male","55_59",271,89,2,0,1,0,0,0,1,0
"Meise",2216,948,0.427797833935018,"female","55_59",267,96,2,0,1,0,0,0,0,1
"Meise",2216,948,0.427797833935018,"male","60_64",211,104,3,0,0,1,0,0,1,0
"Meise",2216,948,0.427797833935018,"female","60_64",202,112,3,0,0,1,0,0,0,1
"Meise",2216,948,0.427797833935018,"male","65_69",161,70,4,0,0,0,1,0,1,0
"Meise",2216,948,0.427797833935018,"female","65_69",169,87,4,0,0,0,1,0,0,1
"Meise",2216,948,0.427797833935018,"male","70_74",152,78,5,0,0,0,0,1,1,0
"Meise",2216,948,0.427797833935018,"female","70_74",151,78,5,0,0,0,0,1,0,1
"Melle",1176,663,0.563775510204082,"male","50_54",170,69,1,1,0,0,0,0,1,0
"Melle",1176,663,0.563775510204082,"female","50_54",213,118,1,1,0,0,0,0,0,1
"Melle",1176,663,0.563775510204082,"male","55_59",132,62,2,0,1,0,0,0,1,0
"Melle",1176,663,0.563775510204082,"female","55_59",132,72,2,0,1,0,0,0,0,1
"Melle",1176,663,0.563775510204082,"male","60_64",89,64,3,0,0,1,0,0,1,0
"Melle",1176,663,0.563775510204082,"female","60_64",92,57,3,0,0,1,0,0,0,1
"Melle",1176,663,0.563775510204082,"male","65_69",80,54,4,0,0,0,1,0,1,0
"Melle",1176,663,0.563775510204082,"female","65_69",80,53,4,0,0,0,1,0,0,1
"Melle",1176,663,0.563775510204082,"male","70_74",89,50,5,0,0,0,0,1,1,0
"Melle",1176,663,0.563775510204082,"female","70_74",99,64,5,0,0,0,0,1,0,1
"Menen",3542,1477,0.41699604743083,"male","50_54",596,194,1,1,0,0,0,0,1,0
"Menen",3542,1477,0.41699604743083,"female","50_54",521,197,1,1,0,0,0,0,0,1
"Menen",3542,1477,0.41699604743083,"male","55_59",477,160,2,0,1,0,0,0,1,0
"Menen",3542,1477,0.41699604743083,"female","55_59",434,192,2,0,1,0,0,0,0,1
"Menen",3542,1477,0.41699604743083,"male","60_64",288,149,3,0,0,1,0,0,1,0
"Menen",3542,1477,0.41699604743083,"female","60_64",292,140,3,0,0,1,0,0,0,1
"Menen",3542,1477,0.41699604743083,"male","65_69",236,108,4,0,0,0,1,0,1,0
"Menen",3542,1477,0.41699604743083,"female","65_69",243,119,4,0,0,0,1,0,0,1
"Menen",3542,1477,0.41699604743083,"male","70_74",212,107,5,0,0,0,0,1,1,0
"Menen",3542,1477,0.41699604743083,"female","70_74",243,111,5,0,0,0,0,1,0,1
"Merchtem",1899,857,0.451290152711954,"male","50_54",293,108,1,1,0,0,0,0,1,0
"Merchtem",1899,857,0.451290152711954,"female","50_54",304,132,1,1,0,0,0,0,0,1
"Merchtem",1899,857,0.451290152711954,"male","55_59",254,94,2,0,1,0,0,0,1,0
"Merchtem",1899,857,0.451290152711954,"female","55_59",269,125,2,0,1,0,0,0,0,1
"Merchtem",1899,857,0.451290152711954,"male","60_64",158,71,3,0,0,1,0,0,1,0
"Merchtem",1899,857,0.451290152711954,"female","60_64",178,108,3,0,0,1,0,0,0,1
"Merchtem",1899,857,0.451290152711954,"male","65_69",96,46,4,0,0,0,1,0,1,0
"Merchtem",1899,857,0.451290152711954,"female","65_69",125,62,4,0,0,0,1,0,0,1
"Merchtem",1899,857,0.451290152711954,"male","70_74",100,52,5,0,0,0,0,1,1,0
"Merchtem",1899,857,0.451290152711954,"female","70_74",122,59,5,0,0,0,0,1,0,1
"Merelbeke",2741,1515,0.552717986136447,"male","50_54",480,217,1,1,0,0,0,0,1,0
"Merelbeke",2741,1515,0.552717986136447,"female","50_54",418,230,1,1,0,0,0,0,0,1
"Merelbeke",2741,1515,0.552717986136447,"male","55_59",350,159,2,0,1,0,0,0,1,0
"Merelbeke",2741,1515,0.552717986136447,"female","55_59",290,143,2,0,1,0,0,0,0,1
"Merelbeke",2741,1515,0.552717986136447,"male","60_64",251,158,3,0,0,1,0,0,1,0
"Merelbeke",2741,1515,0.552717986136447,"female","60_64",241,158,3,0,0,1,0,0,0,1
"Merelbeke",2741,1515,0.552717986136447,"male","65_69",166,105,4,0,0,0,1,0,1,0
"Merelbeke",2741,1515,0.552717986136447,"female","65_69",209,145,4,0,0,0,1,0,0,1
"Merelbeke",2741,1515,0.552717986136447,"male","70_74",163,100,5,0,0,0,0,1,1,0
"Merelbeke",2741,1515,0.552717986136447,"female","70_74",173,100,5,0,0,0,0,1,0,1
"Merksplas",921,504,0.547231270358306,"male","50_54",139,58,1,1,0,0,0,0,1,0
"Merksplas",921,504,0.547231270358306,"female","50_54",119,63,1,1,0,0,0,0,0,1
"Merksplas",921,504,0.547231270358306,"male","55_59",113,47,2,0,1,0,0,0,1,0
"Merksplas",921,504,0.547231270358306,"female","55_59",109,55,2,0,1,0,0,0,0,1
"Merksplas",921,504,0.547231270358306,"male","60_64",111,74,3,0,0,1,0,0,1,0
"Merksplas",921,504,0.547231270358306,"female","60_64",92,63,3,0,0,1,0,0,0,1
"Merksplas",921,504,0.547231270358306,"male","65_69",59,39,4,0,0,0,1,0,1,0
"Merksplas",921,504,0.547231270358306,"female","65_69",64,45,4,0,0,0,1,0,0,1
"Merksplas",921,504,0.547231270358306,"male","70_74",59,30,5,0,0,0,0,1,1,0
"Merksplas",921,504,0.547231270358306,"female","70_74",56,30,5,0,0,0,0,1,0,1
"Mesen",84,23,0.273809523809524,"male","50_54",14,6,1,1,0,0,0,0,1,0
"Mesen",84,23,0.273809523809524,"female","50_54",7,0,1,1,0,0,0,0,0,1
"Mesen",84,23,0.273809523809524,"male","55_59",10,1,2,0,1,0,0,0,1,0
"Mesen",84,23,0.273809523809524,"female","55_59",15,1,2,0,1,0,0,0,0,1
